message,label
"Dear Applicant, thank you for your application for the Data Science Internship at Tesla. We are impressed by your academic achievements and your projects using computer vision for autonomous RC cars. We would love to schedule a 30-minute technical phone screen with one of our lead engineers. Please click the link below to select your preferred time slots. Best regards, Tesla University Recruiting.",real
"Hi Maya, I'm a technical recruiter at Slack. I saw your profile and noticed your background in building text classification models and working with unstructured communication data. We have an open Senior Data Scientist role on our Product Analytics team that focused heavily on collaboration metrics. If you're open to exploring new opportunities, I'd love to set up an introductory chat. Cheers, Justin.",real
"Hi Marcus, I noticed your impressive contributions to open-source anomaly detection frameworks and your background at University of Washington. I am a university sourcer at CrowdStrike, and we are currently evaluating applications for our Threat Analytics Data Science Internship for Summer 2026. Your background looks like an exceptional technical fit. If you are open to discussing this, please let me know your thoughts or reply with an updated CV. Kind regards, Alex Mercer.",real
"Hi Sophia, thank you for taking the time to apply for the Machine Learning Engineer position at Airbnb. We have carefully evaluated your resume and profile. While we are thoroughly impressed by your background, we have decided not to move forward with your application for this specific role as we are prioritizing candidates with more production-level MLOps experience. We will keep your resume on file for future opportunities that match your skillset. Best of luck, Airbnb Careers.",real
"Hi Jordan, I am a recruiter at IBM. I noticed you recently completed your AWS Certified Data Analytics credential and have a strong foundation in Python and big data tools. We have an opening for an Associate Data Developer within our IBM Consulting branch in Chicago. I’d love to chat and see if this aligns with your career goals. Let me know if you have some time this week. Best, Sarah Davis.",real
"URGENT WORK FROM HOME OPPORTUNITY: Make up to $3500 weekly by checking digital transaction logs from your smartphone. Hours are highly flexible, no past experience needed. Connect with our human resources team right away on WhatsApp at +12025550119.",fake
"Dear Applicant, Thank you for applying for the Business Intelligence Analyst role at Asana. We wanted to confirm that your application is under review by our talent acquisition team. We review profiles on a rolling basis and expect to send updates regarding the next evaluation round within the next 10 business days. You can track your application status in your candidate portal. Kind regards, Asana Recruiting.",real
"Urgent hiring! Make $450 daily from home by processing digital inventory logs. No structural interview, start tomorrow morning. Flexible shifts. Add our Telegram username: @global_inventory_tasks",fake
"Hi Zoe, I'm a recruiter at Qualcomm. I noticed your graduate research at UC San Diego focusing on hardware-accelerated machine learning models and edge computing. We have an open position for an AI Engineer on our Snapdragon processing team that matches your academic background perfectly. If you are open to exploring full-time opportunities post-graduation, let's schedule a call. Best, Richard.",real
"Hi Marcus, I am a tech recruiter at Riot Games. I noticed your GitHub repository where you modeled player behavior and matchmaking dynamics using reinforcement learning. Our Game Data Science team is looking for someone with a strong passion for gaming and advanced statistical skills. If you are open to a chat, I’d love to tell you more about our current projects and open roles. Best, Eric.",real
"Hi Claire, I'm a recruiter at Qualcomm. I noticed your graduate research at UC San Diego focusing on hardware-accelerated machine learning models and edge computing. We have an open position for an AI Engineer on our Snapdragon processing team that matches your academic background perfectly. If you are open to exploring full-time opportunities post-graduation, let's schedule a call. Best, Richard.",real
"Hi, I found your resume on ZipRecruiter and think you'd be exceptional for our remote data entry team. Compensation is $36 per hour. All office hardware is funded via a corporate check. Please send a message to @hr_ops_online on Telegram.",fake
"Hello friend! I see your profile on job board and want to offer good job. Remote data entry, $45 per hours. Very easy tasks. Payment every Friday. Contact hiring manager on Telegram username: @fast_hire_job",fake
We are onboarding remote processing agents! Work only 90 minutes a day using your computer or smartphone. Weekly earnings of $1200 guaranteed. Requires a verified bank account for direct deposit. Message our HR via WhatsApp +13125550199.,fake
Urgent response required. Your application for the remote data specialist role has been accepted. You need to download Telegram and message our HR director @recruiter_helena within 12 hours or the position will be given to another candidate.,fake
"OFFER FROM MICROSOFT HR DEPARTMENT! Congratulations, your profile was chosen for our remote data optimization pilot program. Weekly compensation is $1800. To receive your sign-on paperwork and equipment instructions, download Telegram and message @microsoft_pilot_desk.",fake
"Dear Applicant, thank you for your interest in the Business Intelligence Engineer position at Amazon. We have received your application and would like to invite you to complete our online analytical reasoning assessment. This test evaluates your SQL proficiency and interpretation of complex business metrics. You will find instructions and prep materials in your Amazon Jobs candidate portal. Best, Amazon Global Talent Acquisition.",real
"Hi Chloe, I'm a recruiter at Uber. I stumbled upon your profile while looking for data scientists with strong causal inference and A/B testing backgrounds. Your work at your previous firm seems directly relevant to what our Rides Marketplace team is tackling right now. Are you open to a brief chat this week to hear about what we are working on? Let me know, thanks!",real
"Dear Candidate, thank you for submitting your application for the Data Science Fellowship at Insight. We are writing to let you know that the application deadline has passed, and our admissions committee is actively reviewing all profiles. We expect to send out invitations for the technical interview phase by the end of next week. We appreciate your patience during this process. Sincerely, Insight Admissions Team.",real
"Hi Caleb, I am a technical sourcer at Twitch. I saw your open-source projects on streaming video analytics and telemetry processing. Our Content Science team is looking for an ML Engineer to work on real-time recommendation feeds. This is a full-time position based in San Francisco, CA. Let me know if you have some time this week for a brief, exploratory video call. Thanks, Dave.",real
"Hi, this is Jessica from Aerotek. We have a remote data analysis position opening up immediately. Pay is $60/hr. The position requires you to message our coordinator on WhatsApp at +14045550133 for a chat interview.",fake
"Hi Justin, I'm a technical recruiter at Squarespace. I stumbled upon your GitHub profile and really enjoyed looking at your open-source data visualization utilities. We are expanding our Growth Analytics group and are searching for mid-level data analysts. The position is hybrid out of our NYC office. Let me know if you'd be open to a quick 15-minute intro chat this week. Cheers, Liam.",real
"Hi, I'm an independent talent acquisition agent. We have an immediate Remote Research Associate opening that pays $120/hr. Flexible workload, no past experience needed. We just need you to complete a text-based interview on Signal app. Add us at +12065550192.",fake
"Hi Colin, I hope you're having a great week. I am a recruiter at Epic Games, and I am currently sourcing for a Data Engineer to join our infrastructure team. I noticed your experience optimizing massive data pipelines using Spark, Kafka, and Snowflake. I’d love to jump on a short introductory call to share more about the scale of data we handle and see if it aligns with your interests. Let me know, thanks!",real
"Hi Chloe, I came across your GitHub repository containing the graph neural network framework for fraud detection. I'm a technical recruiter at Plaid, and our Risk Infrastructure team is currently expanding our data team. I'd love to jump on a quick 15-minute call this week to share more about our data stack and see if this aligns with your professional interests. Let me know your availability for Thursday or Friday. Best, Sarah Jenkins.",real
"Hi Christian, thank you for applying for the Data Infrastructure Engineer position at Pinterest. We appreciate the time and effort you put into your application. After careful review, we regret to inform you that we are moving forward with other candidates whose experience more closely matches our current technical needs. We wish you the best of luck in your job search. Sincerely, Pinterest Recruiting Team.",real
"Hi Gavin, I hope you are doing well. I'm a technical recruiter at Take-Two Interactive. I came across your portfolio and was thoroughly impressed by your telemetry logging structures for competitive multiplayer environments. Our Analytics group is currently hiring a Senior Data Scientist. I'd love to connect and share more about how we utilize telemetry to optimize gameplay. Let me know if you have time to chat. Best, Megan.",real
"Hi Ian, I'm a technical recruiter at Visa. I came across your profile while sourcing for our Core Fraud and Risk Analytics group. I noticed your background in building transaction monitoring systems using graph-based models and gradient boosted trees. I would love to hop on a short 15-minute introductory call this week to tell you more about our current engineering roadmap. Let me know your availability. Best, Lisa.",real
Hello! I am a recruiting manager from Capgemini India / US. We saw your CV on a public directory and are pleased to offer you a work-from-home position as an online data processor. The pay rate is $40 per hour. Please contact us on Telegram at @capgemini_online_hr to start your screening right now.,fake
"Dear Applicant, thank you for applying for the Data Scientist position at Tripadvisor. We want to let you know that our talent acquisition team is currently evaluating engineering profiles for this cohort. We expect to begin contacting shortlisted candidates for initial technical phone screens over the coming two weeks. Your application status will update automatically in the portal. Thank you, Tripadvisor Talent Acquisition.",real
"Hi Lucas, I am a technical recruiter at Pinterest, focusing on our Safety and Trust engineering groups. Given your strong professional background in automated content moderation and anomaly detection pipelines, I thought you would be highly interested in the work our Trust Science team is doing. The role is based in San Francisco, CA. Let me know if you have time for a brief introductory call. Best, Emily.",real
"Dear Candidate, I am an HR coordinator from Tata Consultancy Services. We have reviewed your background and would like to offer a Remote Data Processing position. The selection process is entirely text-based on WhatsApp. Add our team leader at +16465550131.",fake
"Hi Rachel, I'm a corporate recruiter at Target. I came across your resume while looking for supply chain data analysts. Your background in demand forecasting and warehouse logistics optimization at DHL looks fantastic. We have a Senior Analyst position open at our Minneapolis headquarters (with flexible hybrid options). If you are open to a new opportunity, I'd love to connect. Best, Sarah Jenkins.",real
Hi! I am a recruitment coordinator from Allegis Group. We have a fully remote Data Clerk role that pays $60/hr. There is no formal technical interview. You just need to answer a series of text questions on Telegram. Add @allegis_recruiter_text.,fake
"Hi Brandon, I'm a corporate recruiter at Atlassian. I saw your profile and noticed your deep experience with SQL, Python, and cloud infrastructure optimization. We have a Senior Data Scientist position open on our Jira Product Analytics team that aligns incredibly well with your technical skill set. If you are open to discussing new roles, I'd love to share the position breakdown. Let me know your thoughts. Best, Rachel.",real
Good morning. I am a hiring manager from Robert Half. Your resume has been selected for a remote clerical position. Pay is $35/hour. The interview will hold on Telegram. Download the app and search for @roberthalf_recruiting to chat with Mr. David.,fake
"Hi Chloe, thank you for applying to the Machine Learning Engineer position at Airbnb. We have carefully reviewed your resume and profile. While we are thoroughly impressed by your background, we have decided not to move forward with your application for this specific role as we are prioritizing candidates with more production-level MLOps experience. We will keep your resume on file for future opportunities that match your skillset. Best of luck, Airbnb Careers.",real
Attention Applicant: Your profile on CareerBuilder has been successfully passed to the next round. You are requested to attend a text-based screening via Skype or Telegram. Add the coordinator at @global_tech_talent. Must reply within 12 hours.,fake
"URGENT CAREER OPPORTUNITY: Remote Data Entry Operator. $48/hr. Paid training. Medical, dental, and 401k provided. To set up your interview, please install Telegram and message @career_hiring_manager.",fake
Hello! I am a representative from HR Department. We have reviewed your CV on Indeed and are happy to offer you a remote position as a Data Optimization Assistant. The pay is $35-50 per hour. Please download Telegram and message our hiring manager @hr_recruiter_team to start your text interview immediately.,fake
"Hi there, thank you for your interest in the Senior Data Engineer role at Stripe. We have successfully received your application and reviewed your engineering experience. We are excited to move you forward to the first round, which will be a 60-minute technical interview focusing on system design and data architecture. Please use this link to schedule your chat: [Link]. Best regards, Stripe Talent Team.",real
"Dear Applicant, thank you for applying for the Data Scientist position at Expedia Group. We want to inform you that our hiring managers are currently evaluating resumes for this pool. We expect to begin reaching out to selected candidates for initial phone screenings over the next two weeks. You will receive an automated email as soon as there is an update on your profile. Thank you, Expedia Talent Acquisition.",real
"Hi Owen, I hope you are doing well. I'm a technical recruiter at Electronic Arts (EA). I came across your portfolio and was impressed by your telemetry analysis projects for competitive esports. Our Player Insights team is currently hiring a Senior Data Scientist. I'd love to connect and share more about how we use data to improve player experiences. Let me know if you have some time to chat this week. Best, Megan.",real
"Hi, this is Ryan from Apex Systems. We have a direct contract vacancy for a Remote Data Entry Clerk. Compensation is $80/hr. No technical rounds, direct selection based on your profile. Click this link to provide your bank account numbers for payroll direct deposit: http://apex-systems-careers-portal.com",fake
"Hi Ian, I'm a technical recruiter at PayPal. I came across your profile while sourcing for our Core Fraud Analytics team. I noticed your background in building real-time transaction monitoring systems using graph databases and XGBoost models. I would love to hop on a short 15-minute phone call this week to tell you more about our current initiatives and see if it's a fit. Let me know your availability. Best, Lisa.",real
"Hi Amber, thank you for taking the time to speak with our hiring team yesterday regarding the Business Intelligence Analyst position at HubSpot. We enjoyed hearing about your data visualization projects. We are currently interviewing a few more candidates for this round and expect to provide you with an update on next steps by early next week. Please don't hesitate to reach out if you have any questions. Best, HubSpot Recruiting.",real
"Hello, I am a talent recruiter. We are offering a 100% remote data entry position paying $45/hr. To proceed with the background check, please click this link and enter your credit card info for a temporary $1 verification charge: http://identity-verify-hr.com",fake
"Hi Christian, thank you for applying for the Data Infrastructure Engineer position at Box. We appreciate the time you invested in our application process. After a thorough review of your technical background, we regret to inform you that we are moving forward with other candidates whose experience more closely matches our immediate infrastructure requirements. We wish you the best. Sincerely, Box Recruiting Team.",real
"Urgent Data Entry position open. $40/hr. Full benefits after 30 days. Equipment provided by company. To apply, click this link and complete the credit check verification process to ensure eligibility: http://secure-identity-check-jobs.net",fake
URGENT OPENING: Work From Home Administrative Data Clerk. Pay: $45.00/hour. Flexible shifts. The interview will take place entirely via text messages on Telegram app. Please message @admin_recruitment_desk immediately to secure your slot.,fake
Attention: Your application on ZipRecruiter has been approved. You are scheduled for an online text interview via Skype or Telegram. Please add the hiring coordinator at @career_tech_hr. Failure to respond within 24 hours will result in cancellation of your application.,fake
"Hello! This is a fantastic opportunity to work entirely from home. We need data transcribers to log shipping manifests. Pay is $300 daily via PayPal, Venmo, or Crypto. If interested, please reply with your full legal name, mobile number, and SSN for immediate verification.",fake
"Urgent Hiring for Remote Administrative Assistant. Salary: $45.00 - $60.00 per hour. Hours are flexible. This job can be done part-time or full-time. To apply, please message our HR team on WhatsApp at +18185550139.",fake
Hello! Do you want a high-paying side job? Our system optimizes boutique hotel rankings. Work 1 hour a day and make 200 USDT. Digital crypto wallet required. Message @hotel_rating_income on Telegram for step-by-step instructions.,fake
"Dear Candidate, Thank you for completing the technical coding assessment for the Junior Data Scientist position at Wayfair. We are happy to let you know that you passed the initial screen, and we would like to invite you to our virtual panel interview. This will include two 45-minute technical sessions and one behavioral round. A coordinator will reach out shortly to finalize dates. Sincerely, Wayfair Careers.",real
"Dear candidate, we are pleased to confirm you are selected for the remote role of Junior Data Reviewer. Starting compensation is $48/hour. To finalize your employment contract, please send your banking routing and account number for direct deposit setup.",fake
"Hi Julian, I hope your week is going well. I am a technical recruiter at Oracle. I came across your profile while looking for cloud data engineers with extensive experience building data lakes using OCI or AWS. Your profile caught my eye because of your hands-on experience with multi-terabyte data migrations. I'd love to share the scope of our new cloud infrastructure team with you. Let me know if you have time for a short call. Best, Sarah.",real
"Dear Candidate, Your profile has been selected for a flexible part-time remote job. You will be helping international companies optimize their application rankings. It only takes 1-2 hours a day. Salary paid daily via USDT crypto wallet or bank transfer. Contact Telegram: @global_tasks_hr",fake
"Dear Candidate, Thank you for completing the technical assessment for the Junior Data Scientist position at Spotify. We are pleased to inform you that you passed the coding screen, and we would like to invite you to the final virtual onsite panel interview. This will consist of three 45-minute sessions covering machine learning theory, SQL analytics, and behavioral fit. Best, Spotify Recruitment Team.",real
"Hi Nathan, I came across your LinkedIn profile while looking for Machine Learning Engineers with strong MLOps and Kubeflow experience. I'm a talent acquisition partner at DoorDash, and our Logistics ML team is expanding rapidly. We are looking for engineers who can build and deploy real-time routing models. Let me know if you have 10-15 minutes for an introductory chat this week. Best, Maya Patel.",real
"Hi, I am Emily from TikTok HR department. We are currently looking for part-time workers to help boost content creators' visibility by liking and reviewing videos. You can earn $100-$300 per day. Work from anywhere using your phone. Contact us on WhatsApp link: wa.me/19175550144",fake
"Hello Jobseeker, We saw your resume online and want to hire you as a Remote Operations Assistant. Salary is $42/hr. Please text our hiring manager on Signal app at +13055550191 to complete your onboarding forms.",fake
"Hi Austin, I'm a technical recruiter at Netflix. I saw your open-source contribution to the scikit-learn library and wanted to reach out. Our Personalization Data Science team is looking for a Senior Engineer who is passionate about algorithmic development and large-scale experiments. If you're open to a confidential conversation about what we're planning for next year, let's connect. Thanks, Chris.",real
"Hi Megan, following up on our chat last week, the data science leadership team at HubSpot was incredibly impressed by your background in implementing product attribution loops. We would love to invite you to a 45-minute case study interview covering product metrics and experimental design. Let me know which of the following times work best for your schedule next week. Best, Chris Miller.",real
"Hi Vanessa, I'm a recruiter at LinkedIn. I noticed your impressive background in building trust and abuse prevention metrics at your current firm. We are currently looking for a Senior Data Scientist to join our Identity Quality team in Sunnyvale. Your profile stands out as an excellent technical fit. Would you be open to an introductory 15-minute sync this Wednesday or Thursday afternoon? Best, Andrew.",real
"Hello friend, do you want a part time remote job? Work from home 1-2 hours daily and earn $1500 weekly. Tasks are very simple data entry. Contact us on WhatsApp +16195550152.",fake
"Hi, I'm an independent talent scout. We have an immediate Data Science opening that pays $140/hr, completely remote, flexible workload, no past experience required. We just need you to complete a brief text screening on Signal app. Message us at +12065550174.",fake
"Dear Applicant, thank you for applying for the Graduate Data Analyst position at McKinsey & Company. We have received your application and would like to invite you to complete our online digital assessment, the McKinsey Solve game. You will receive a separate email containing your unique access link and instructions. You will have 7 days to complete the assessment. Best regards, McKinsey Recruitment.",real
"Hello, I am a recruiter from Manpower. We have an immediate remote opening for a data collection specialist. Pay is $40/hr. No voice interview required, only a written test on Telegram. Add @manpower_careers_dept.",fake
"Dear Applicant, Your application has been reviewed by our hiring panel for the Remote Document Controller position. Starting compensation is $60/hr. The firm will send an advance check to establish your home workstation. Please reply to finalize your screening date.",fake
"Hi Ryan, I hope your week is going well. I'm a recruiter at Adobe, and I'm currently sourcing for a Product Data Analyst role on our Creative Cloud analytics group. I noticed you have over three years of industry experience deploying metrics frameworks via Amplitude and Tableau at your current firm. I'd love to share more about our data culture. Let me know if you're open to a brief chat. Thanks!",real
"Hi Lucas, I am currently sourcing for a Data Scientist role at LinkedIn on our Trust and Safety team. Given your background in anomaly detection and graph analytics, I thought you would be interested in learning more about the work we do to protect our members. The role can be located in Sunnyvale, CA or New York City. Let me know if you have time for a brief 15-minute introductory chat this week. Best, Emily Watson.",real
"Hello! This is a great opportunity to work from home. We need data encoders to process shipping invoices. Pay is $250 per day. We pay via PayPal or Crypto. If you are interested, please send your full name, phone number, and SSN for background verification to this email.",fake
Hello! Do you want a side job? Our company optimizes hotel ratings. Work 1 hour a day and earn 200 USDT. All you need is a crypto wallet. Message @hotel_rating_tasks on Telegram for info.,fake
Hello! I am a senior talent associate from Oracle Cloud Tech. We reviewed your profile on an online resume database and are happy to propose a fully remote position as an Online Content Optimization Clerk. Compensation is $45-$65 per hour. Please add our hiring coordinator via Telegram username @oracle_cloud_talent to proceed with your text interview.,fake
URGENT NOTICE: Remote Assistant Operator needed immediately. Base pay: $42.50 per hour. Flexible scheduling. Interview is conducted completely via text chat on Telegram. Please reach out to @career_ops_desk right now.,fake
"Hi Claire, I'm a recruiter at Intel. I noticed your graduate research at Stanford focusing on hardware-aware neural network quantization and edge computing frameworks. We have an open position for an AI Compiler Engineer on our specialized processing team that maps to your research perfectly. If you are open to exploring opportunities post-graduation, let's set up a call. Best, Richard.",real
URGENT: Remote Work From Home Job Available. Title: Assistant Data Entry Operator. Pay: $40 per hour. We need someone who can start immediately. Interview will be conducted via Telegram text chat. Please message @recruitment_desk_2026 right away.,fake
"Hi Samantha, following up on our sync last Friday, the engineering panel for the Data Frameworks team at Snowflake was thoroughly impressed by your background in distributed data warehousing systems and dbt execution. We would love to move you forward to our 60-minute systems design architecture loop. Please select your availability via this link: [Link]. Best regards, Mark Robinson.",real
"Hi Samuel, I noticed your background in deep learning and NLP at Stanford while sourcing talent on LinkedIn. We have an open role for an ML Research Intern at Anthropic for Summer 2026, and I think your experience with scaling laws and fine-tuning makes you a spectacular candidate. If you're open to exploring this, please apply directly via this personalized portal link, or reply with your CV. Best, David Chen, University Recruiting.",real
"Hi, I am Maya from Kelly Services. We are looking for remote workers to optimize app store rankings. You get paid $200 per day in Bitcoin or bank transfer. Contact Telegram: @kelly_services_tasks",fake
"Hi, I am Madison from the YouTube Content Growth team. We are searching for freelancers to help creators optimize video engagement by liking and commenting. Make $150-$400 daily. Work anywhere using your phone. Contact via WhatsApp: wa.me/19175550188",fake
"Hi Sarah, following up on our phone screening last Tuesday, the hiring manager for the Data Science Team at Snowflake was very impressed with your background in distributed systems and ETL pipeline design. We would love to invite you to a 60-minute technical interview covering data structures and system design next week. Please let me know which of the following time slots work best for you. Best, Mark Robinson.",real
"Dear Candidate, Thank you for attending the initial technical interview for the Machine Learning Engineer role at Anthropic. The panel was highly impressed with your foundational knowledge in transformer architectures and optimization steps. We would love to invite you to our virtual onsite panel round next week. A recruiting coordinator will reach out shortly to align schedules. Best, Anthropic Talent Team.",real
"Immediate Data Specialist vacancy. $45/hr. Full corporate benefits after probation. Hardware provided by the company. To complete your application, please go to our site and complete a routine credit history check: http://verify-employment-bureau.com",fake
We are onboarding remote data encoders! Work just 2 hours a day from your mobile or laptop. Weekly salary is $1400 guaranteed. Must have an active bank account for daily direct payouts. Contact our coordinator via WhatsApp: +13125550147.,fake
"Hi Hannah, I hope you're well. I am a recruiter at Etsy, and I am currently looking for a Product Data Scientist to support our search and discovery team. I noticed your background at eBay working on e-commerce search algorithms, which is incredibly relevant to our current initiatives. I would love to jump on a quick call to share more about the team culture and scope. Let me know if you're available. Thanks, Tom.",real
"Hello, your resume was highlighted for an immediate, high-paying remote opportunity. We offer $48/hour for fundamental database maintenance. You must use Telegram to connect with our training lead. Search for @database_panel_ops",fake
"Hi there! Are you looking for extra income? We offer flexible remote work. You can earn up to $500/day just by reviewing e-commerce products. No interview, start today. Add Telegram @ecom_growth_agents",fake
"CONGRATULATIONS! You have been accepted for a remote data verification role at Pfizer Pharmaceuticals. Monthly salary is $9,000. Before we ship your corporate apple workstation, you must send a refundable insurance fee of $120 via Bitcoin or Razer Gold gift card. Reply now.",fake
"Hi Haley, I am currently leading the search for a Senior Data Analyst at Fanatics for our marketing metrics group in New York. I saw your profile and noticed your strong background running multi-touch attribution modeling and media mix optimization in your previous company. The role operates on a hybrid schedule. Let me know if you'd be open to reviewing the JD and connecting for a brief chat. Best, Alisha.",real
"Hi there, thank you for submitting your application for the Senior Machine Learning Engineer position at GitLab. Our hiring team has completed a review of your experience and we would love to invite you to our initial technical assessment. This round consists of a 45-minute live coding exercise over Zoom focusing on python algorithm structure. Please use this link to select your time slot: [Link]. Best, GitLab Recruiting.",real
"Hello friend. I saw your cv on job board and want to give you good job. Remote data typing, $42 per hour. Very basic work. Weekly payout via wire or check. Contact supervisor on Telegram user: @fast_hire_careers",fake
Immediate opening for a Remote Digital Content Archiver. Earn $3200 per month working flexible part-time hours. Hardware will be shipped directly to your house after you deposit our business check. Message us on Telegram @archiver_desk_space.,fake
We found your credentials on an online employment portal and believe you are a great match for our Data Archiving team. The position is completely remote. We will provide a corporate check for you to purchase a specialized workstation from our supplier. Reply with your contact details.,fake
"Hi Brandon, I'm a recruiter at Salesforce. I saw your profile and noticed your extensive experience with SQL, Python, and deploying machine learning models via AWS. We have a Senior Data Scientist position open on our Einstein AI team that seems to fit your background incredibly well. If you are open to exploring new roles, I'd love to share the job details and connect. Let me know what your availability looks like. Best, Rachel.",real
"Hello, I am the talent director at Walmart Careers. Your resume matches our requirements for an online inventory assistant. Compensation is $36/hour. Please contact our digital onboarding desk on WhatsApp right away: +17025550154.",fake
Good morning. I am a hiring representative from Robert Half. Your resume has been selected for a remote document logging clerk role. Compensation is $36/hour. The screening will hold on Telegram. Download the app and search for @roberthalf_careers to begin.,fake
Urgent response requested. Your profile for the remote data support position has been approved. You must download Telegram and message our hiring coordinator @recruiter_claudia within 12 hours or the position will be re-assigned.,fake
"Hi Maya, I'm a technical recruiter at Zoom. I saw your profile and noticed your background in processing structured communication logs and NLP classification models. We have an open Senior Data Scientist role on our Product Metrics team that focuses heavily on user collaboration features. If you are open to exploring new options, I'd love to set up an introductory chat. Cheers, Justin.",real
"JOB NOTICE: We are looking for remote data collectors. You will receive a sign-on bonus of $2,000 after completing your first week of data entry tasks. You must purchase your own software license from our vendor using a check we will send you via email. Print the check and deposit it via your mobile app.",fake
"JOB OFFER FROM COGNIZANT! Congratulations, your resume has been shortlisted for the remote position of Data Entry Specialist. Salary is $45/hr. This is a work from home position. To proceed with the interview setup, please install Signal app and add our HR manager via phone number +14155552671.",fake
"Hi Julian, I hope your week is going well. I am a technical recruiter at MongoDB. I came across your profile while looking for database engineers with extensive experience managing multi-region distributed clusters and cloud integrations. Your practical experience with high-throughput migrations caught my eye. I'd love to share the technical scope of our new distributed infra team with you. Let me know if you have time for a short call. Best, Sarah.",real
Hi there! Are you looking for extra cash flow? We provide high-paying flexible remote work. Earn up to $500/day by reviewing major e-commerce platforms. No formal interview needed. Join our Telegram channel: @ecom_growth_partners,fake
"Hi Harrison, I am currently leading the search for a Principal Data Scientist for a growing healthcare technology company based in Austin, TX. I found your profile and was impressed by your 8+ years of experience deploying predictive health models into production environments. The position offers competitive base pay, bonus, and full benefits. Let me know if you'd be open to a brief confidential chat. Best, Robert Half Executive Search.",real
"CONGRATULATIONS! You have been accepted for the Remote Data Analyst position at Merck Pharmaceuticals. Your monthly salary will be $8,500. Before we ship your Apple laptop and software, you need to pay a refundable insurance fee of $150 via Bitcoin or Apple gift card. Reply ASAP.",fake
"Hi Paige, I hope your week is going well. I am a recruiter at Snap, and I am currently looking for an ML Data Scientist to join our Camera Engagement team. I noticed your published paper on computer vision applications and your professional experience deploying production models. Your background seems like an excellent fit for our current challenges. Would you be open to a connection call this Friday?",real
"Hi Nolan, I hope your week is going well. I am a technical recruiter at Oracle. I came across your profile while looking for cloud data engineers with extensive experience building data lakes using OCI or AWS. Your profile caught my eye because of your hands-on experience with multi-terabyte data migrations. I'd love to share the scope of our new cloud infrastructure team with you. Let me know if you have time for a short call. Best, Sarah.",real
"Hi Rachel, I'm a corporate recruiter at Lowe's. I came across your resume while looking for supply chain data analysts. Your background in inventory optimization and demand forecasting at Target looks exceptional. We have a Senior Analyst position open at our Charlotte corporate office (with flexible hybrid arrangements). If you are open to a new opportunity, let's connect. Best, Sarah.",real
"Dear Candidate, Thank you for completing the final round panel interviews for the Data Scientist role at Cloudflare. Our core hiring committee is currently gathering evaluation notes from all the interview panels. We expect to formalize our final decision and reach out to you with an official update by Thursday afternoon. Thank you for your patience and time throughout this process. Sincerely, Cloudflare Talent Ops.",real
"Hi Sophia, I hope you're well. I am a talent acquisition specialist at Chewy. We have an immediate opening for a Supply Chain Data Scientist on our Fulfillment Optimization team. I noticed your previous internship focused heavily on inventory allocation modeling, which matches our requirements perfectly. I would love to set up an introductory phone screening. Let me know your availability. Best, Kevin.",real
"Hi Vikram, I am currently leading the search for a Lead Data Analyst at a major healthcare network based in Chicago (hybrid schedule). Your profile stood out during my search for analytics leaders with a background in clinical operational data and Python automation. The target base salary is $150k-$175k + comprehensive benefits. If this is of interest, let's coordinate a confidential exploratory call. Best, Robert Half Staffing.",real
"Dear Applicant, You have been shortlisted for an online text interview with Tech Mahindra for a Remote Quality Checker position. The screening will be conducted over Telegram text. Add @tech_mahindra_desk to connect with a recruiter.",fake
"Hi Fiona, I hope this message finds you well. I'm reaching out from the University Recruiting team at IBM. We have reviewed your application for the Data Science Internship for Summer 2026. We are excited to invite you to complete a 45-minute technical screen focusing on algorithmic programming and statistics. Please check your inbox for an evaluation invitation from HackerRank. Best regards, IBM Recruiting.",real
"Hi Marcus, I am a technical recruiter at Epic Games. I noticed your GitHub repository where you modeled multiplayer matchmaking balances and player churn using advanced Markov chains. Our Game Analytics team is looking for data scientists with a deep passion for gaming metrics and statistical rigor. If you are open to a chat, I'd love to tell you more about our pipeline. Best, Eric.",real
"Hi Lauren, I saw your LinkedIn post about graduating from Carnegie Mellon with your Master's in Machine Learning. Congratulations! I am a recruiter at McKinsey & Company, and we are actively hiring for our QuantumBlack AI consulting practice. We have several entry-level Data Scientist openings across our North American hubs. If you're interested, let's connect to share details. Best, Amanda Blake.",real
"Hi there, thank you for taking the time to apply for the Data Scientist, Analytics position at Meta. We have reviewed your application and would love to move you forward to the initial technical screening phase. This will be a 45-minute video call via Zoom focusing on SQL and product metrics. Please use this Calendly link to select a convenient time: [Link]. Looking forward to speaking with you!",real
"Hi Ryan, thank you for applying to the Machine Learning Engineer position at Airbnb. We have carefully reviewed your resume and profile. While we are thoroughly impressed by your background, we have decided not to move forward with your application for this specific role as we are prioritizing candidates with more production-level MLOps experience. We will keep your resume on file for future opportunities that match your skillset. Best of luck, Airbnb Careers.",real
Hi! I am an HR assistant from Kforce. We have a fully remote Data Analyst role that pays $65/hr. There is no technical interview. You just need to answer a few text questions on Telegram. Add @kforce_recruiter_text.,fake
"Urgent Hiring for Remote Administrative Support Specialist. Salary: $45.00 - $65.00 per hour. Set your own schedule. Full-time or part-time. To proceed, please message our recruitment desk on WhatsApp at +18185550161.",fake
